,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
2042,2080,2,183.0,2023-08-16 14:38:51.060116,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-16 14:38:52.966311,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,0.0
2043,2081,3,183.0,2023-08-16 14:39:11.117499,erfolgreicher werden,change,Reason,General Reason,,2023-08-16 14:39:14.789459,"Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",,,change,Reason,General Reason,become more successful,"On a scale from 0 (not at all) to 10 (very), how interested are you in doing this change right now?",0.0
2044,2082,4,183.0,2023-08-16 14:39:22.594479,6,Follow/Neutral,,,,2023-08-16 14:39:24.409658,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,6,A 6. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
2045,2083,8,182.0,2023-08-16 14:39:48.102229,"Ich würde mich gesünder fühlen. Ich bin wacher, schlafe besser, nehme ab, baue Muskeln auf und bin produktiver",change,Reason,General Reason,Digging Deep,2023-08-16 14:39:56.673708,"Du stellst dir vor, wie es wäre, gesünder zu sein, besser zu schlafen, abzunehmen, Muskeln aufzubauen und produktiver zu sein. Was könnte ein erster Schritt sein, um dieses Ziel zu erreichen",schlecht/unpassend,Nicht zielführend. Gespräch dreht sich im Kreis.,change,Reason,General Reason,"I would feel healthier. I'm more awake, sleep better, lose weight, build up muscles and be more productive","Imagine what it would be like to be healthier, sleep better, lose weight, build muscle and be more productive. What could be a first step to achieve this goal?",0.0
2046,2084,5,183.0,2023-08-16 14:39:57.495815,"es läuft bisher auch nicht schlecht, könnte trotzdem mehr machen",change,Reason,General Reason,Digging Deep,2023-08-16 14:40:02.708168,"Du hast den Eindruck, dass es bisher nicht schlecht läuft, aber du könntest trotzdem mehr machen. Was genau könnte dir helfen, noch erfolgreicher zu werden",gut/hilfreich,ist passend,change,Reason,General Reason,"it's not bad so far, could still do more","You have the impression that things aren't going badly so far, but you could still do more. What exactly could help you to become even more successful?",0.0
2047,2085,9,182.0,2023-08-16 14:41:11.796608,Meine Ernährung umstellen. Ausgewogenere zunahme von Zutaten und selber kochen,change,Commitment,,Elaboration,2023-08-16 14:41:18.328587,"Du planst, deine Ernährung umzustellen und selbst zu kochen, um eine ausgewogenere Ernährung zu erreichen. Was wäre das erste Gericht, das du gerne kochen würdest und welche Zutaten würdest du wählen",gut/hilfreich,,change,Commitment,,Change my diet. More balanced increase of ingredients and cook yourself,You plan to change your diet and cook yourself to achieve a more balanced diet. What would be the first dish you would like to cook and what ingredients would you choose?,0.0
2048,2086,6,183.0,2023-08-16 14:41:28.996263,die dinge einfach umsetzen,change,Reason,ability,Elaboration,2023-08-16 14:41:38.831353,"Du glaubst, dass die Umsetzung von Dingen dir helfen könnte, noch erfolgreicher zu werden. Kannst du mir ein konkretes Beispiel geben, wann du das letzte Mal etwas nicht umgesetzt hast, obwohl du es wolltest",gut/hilfreich,,change,Reason,ability,simply implement the things,You believe that the implementation of things could help you to become even more successful. Can you give me a concrete example of when you did not implement something the last time you wanted it?,0.0
2049,2087,7,183.0,2023-08-16 14:42:34.691289,ich hätte mich früher bewerben können,Follow/Neutral,,,Digging Deep,2023-08-16 14:42:41.67445,"Du hättest dich früher bewerben können. Wie fühlst du dich, wenn du darüber nachdenkst, dass du es nicht getan hast",gut/hilfreich,,Follow/Neutral,,,I could have applied earlier,You could have applied earlier. How do you feel when you think you haven't done it?,0.0
2050,2088,1,184.0,2023-08-16 14:42:43.380453,start,Follow/Neutral,,,,2023-08-16 14:42:45.124156,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",
2051,2089,10,182.0,2023-08-16 14:42:45.524422,"Ich würde eine Gemüsepfanne kochen mit  Tomaten, Zucchini, Aubergine, Paprika, Zwiebel, Knoblauch, Olivenöl, Salz, Pfeffer.",change,Taking Steps,,Summary,2023-08-16 14:43:14.317731,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, dich gesünder zu ernähren, nachdem du diesen Sommer bemerkt hast, dass du oft ungesunde Nahrung zu dir genommen hast. Du siehst diese Veränderung als wichtig an, bewertest sie mit einer 8 von 10 auf der Wichtigkeitsskala. Du möchtest mehr über gesunde Zutaten und Lebensmittel lernen, um sie in deine Ernährung einbauen zu können. Dein Ziel ist es, dich gesünder zu fühlen, besser zu schlafen, abzunehmen, Muskeln aufzubauen und produktiver zu sein. Als ersten Schritt planst du, deine Ernährung umzustellen und selbst zu kochen, wobei du als erstes Gericht eine Gemüsepfanne mit Tomaten, Zucchini, Aubergine, Paprika, Zwiebel, Knoblauch, Ol Habe ich noch etwas vergessen?",gut/hilfreich,,change,Taking Steps,,"I would cook a vegetable pan with tomatoes, zucchini, eggplant, peppers, onion, garlic, olive oil, salt, pepper.","Let me sum up our conversation so far. You have the desire to eat healthier after you have noticed this summer that you have often eaten unhealthy food. You see this change as important, evaluate it with an 8 out of 10 on the scale of importance. You want to learn more about healthy ingredients and food to be able to incorporate it into your diet. Your goal is to feel healthier, to sleep better, to lose weight, to build muscle and to be more productive. As a first step, you plan to change your diet and cook yourself, with the first dish being a vegetable pan with tomatoes, zucchini, aubergine, peppers, onion, garlic, oil Have I forgotten anything else?",0.0
2052,2090,2,184.0,2023-08-16 14:43:15.637219,Ich möchte nachhaltiger leben,change,Reason,desire,,2023-08-16 14:43:17.24093,"Du möchtest also nachhaltiger leben. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to live more sustainably,So you want to live more sustainably. Can you tell me something about why this change is important to you?,
2053,2091,8,183.0,2023-08-16 14:43:25.271489,dann muss ich es jetzt halt machen,change,Reason,need,Looking Forward,2023-08-16 14:43:35.141067,"Jetzt fühlt es sich also eher wie eine Pflicht an. Wie würdest du dich fühlen, wenn du weniger prokrastinierst und deine Aufgaben rechtzeitig erledigst",gut/hilfreich,,change,Reason,need,then I have to do it now,So now it feels more like a duty. How would you feel if you were less procrastinating and doing your tasks in time?,0.0
2054,2092,9,183.0,2023-08-16 14:44:08.57652,ziemlich gut denke ich,Follow/Neutral,,,Elaboration,2023-08-16 14:44:13.177079,"Du denkst, du würdest dich ziemlich gut fühlen. Gibt es etwas, dass dich daran hindert, dieses Gefühl zu erreichen",gut/hilfreich,,Follow/Neutral,,,pretty good I think,You think you'd feel pretty good.,0.0
2055,2093,11,182.0,2023-08-16 14:44:18.664366,Nein,Follow/Neutral,,,Next Steps,2023-08-16 14:44:20.195774,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Gespräch dreht sich wieder im Kreis. Antwort ist nicht zielführend.,Follow/Neutral,,,Yes,Please tell me again what your next step will be concrete.,0.0
2056,2094,10,183.0,2023-08-16 14:44:53.669828,"habe gerade an sich auch einen schöne zeit, aber eigentlich sonst nichts",Follow/Neutral,,,Summary,2023-08-16 14:45:01.588761,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast gerade eine schöne Zeit und es gibt sonst nichts, was dich daran hindert, dich besser zu fühlen. Was könntest du tun, um weniger zu prokrastinieren und dich trotzdem gut zu fühlen Habe ich noch etwas vergessen?",gut/hilfreich,,Follow/Neutral,,,"have a nice time in itself, but actually nothing else",Let me sum up our conversation so far. You're having a good time right now and there's nothing else to stop you from feeling better. What could you do to get less procrastination and still feel good Have I forgotten anything?,0.0
2057,2095,12,182.0,2023-08-16 14:45:15.258483,Ich koche selber und mit gesunden Zutaten.,change,Taking Steps,,Goodbye,2023-08-16 14:45:16.78783,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Taking Steps,,I cook myself and with healthy ingredients.,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
2058,2096,1,185.0,2023-08-16 14:45:18.555109,start,Follow/Neutral,,,,2023-08-16 14:45:20.146678,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
2059,2097,11,183.0,2023-08-16 14:45:39.16475,"nein, passt",Follow/Neutral,,,Next Steps,2023-08-16 14:45:41.141193,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,"No, it fits.",Please tell me again what your next step will be concrete.,0.0
2060,2098,2,185.0,2023-08-16 14:45:55.276027,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-16 14:45:57.241207,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,0.0
2061,2099,12,183.0,2023-08-16 14:46:16.755699,ich werde mir stellenanzeigen anschauen und mich bewerben,Follow/Neutral,,,Goodbye,2023-08-16 14:46:18.419108,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,I will look at job advertisements and apply,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
2062,2100,3,185.0,2023-08-16 14:49:20.452835,"Diese Veränderung ist wichtig, da ich ein gesundes Gewicht erreichen und das Risiko von Krankheiten reduzieren möchte",change,Reason,desire,,2023-08-16 14:49:23.610087,"Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",,,change,Reason,desire,This change is important because I want to achieve a healthy weight and reduce the risk of diseases,How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change?,0.0
2063,2101,4,185.0,2023-08-16 14:49:31.816616,6,Follow/Neutral,,,,2023-08-16 14:49:33.391763,Eine 6. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,6,A 6. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
2064,2102,5,185.0,2023-08-16 14:51:44.180353,Ich möchte eine Balance zwischen gesunder Ernährung und dem Genuss von leckerem Essen finden,change,Reason,desire,Continuing the Paragraph,2023-08-16 14:51:55.272052,"Du strebst also nach einer Balance, bei der du dich gesünder ernährst, aber gleichzeitig auch das Essen genießen kannst. Es scheint dir wichtig zu sein, eine nachhaltige Veränderung zu erzielen, die in deinem Lebensstil integriert werden kann, ohne dass du das Gefühl hast, auf etwas verzichten zu müssen.",gut/hilfreich,Die Antwort ist korrekt,change,Reason,desire,I want to find a balance between a healthy diet and the enjoyment of delicious food,"So you're looking for a balance where you can eat healthier, but at the same time enjoy food. It seems important to you to make a sustainable change that can be integrated into your lifestyle without feeling like you have to give up.",0.0
2065,2103,6,185.0,2023-08-16 14:53:59.672447,"Ja, das ist korrekt. Hast du Empfehlungen für eine gesunde Ernährung?",Follow/Neutral,,,Elaboration,2023-08-16 14:54:14.314581,"Es ist gut zu hören, dass du eine ausgewogene Ernährung anstrebst. Es wäre vielleicht hilfreich, wenn du dir überlegst, welche Lebensmittel und Gerichte du besonders genießt und wie du diese so anpassen könntest, dass sie zu einer gesünderen Ernährung beitragen. Wann hast du zuletzt solche Anpassungen vorgenommen",schlecht/unpassend,Die Antwort steht nicht im Zusammenhang mit meiner Frage,Follow/Neutral,,,"Yes, that's correct. Do you have any recommendations for a healthy diet?",It is good to hear that you are looking for a balanced diet. It might be helpful if you consider which foods and dishes you particularly enjoy and how you could adapt them to contribute to a healthier diet. When did you last make such adjustments?,0.0
2066,2104,7,185.0,2023-08-16 15:02:04.360574,"Gestern wollte ich Kuchen essen, aber stattdessen habe ich ein paar Früchte gegessen",sustain,Taking Steps,,Exploring Goals and Values,2023-08-16 15:02:09.030896,"Das klingt nach einer bewussten Entscheidung, die du getroffen hast. Wie hast du dich dabei gefühlt",gut/hilfreich,gute Antwort,sustain,Taking Steps,,"Yesterday I wanted to eat cake, but instead I ate some fruit",That sounds like a conscious decision you made. How did you feel about it?,0.0
2067,2105,8,185.0,2023-08-16 15:05:04.338962,"Offensichtlich sind Früchte nicht so lecker wie Kuchen, aber ich habe mich gut gefühlt, sie zu essen, und sie sind gesünder als Kuchen",change,Reason,General Reason,Looking Back,2023-08-16 15:05:22.852953,"Es ist großartig zu hören, dass du dich gut gefühlt hast, als du diese gesündere Wahl getroffen hast. Es lässt dich erkennen, dass du in der Lage bist, Entscheidungen zu treffen, die deinem Ziel einer gesünderen Ernährung entsprechen. Kannst du dich an eine andere Zeit erinnern, in der du solche erfolgreichen Wahl getroffen hast",gut/hilfreich,,change,Reason,General Reason,"Obviously fruits are not as tasty as cakes, but I felt good to eat them, and they are healthier than cakes",It's great to hear that you felt good when you made this healthier choice. It makes you realize that you are able to make decisions that match your goal of a healthier diet. Can you remember another time when you made such a successful choice?,0.0
2068,2106,9,185.0,2023-08-16 15:09:13.38618,"Ja, ich erinnere mich, dass ich letzte Woche beschlossen habe, zu Hause zu kochen, anstatt in ein Fastfood-Restaurant zu gehen",change,Taking Steps,,Affirmation,2023-08-16 15:09:26.057177,"Es ist bemerkenswert, dass du dich dafür entschieden hast, zu Hause zu kochen, anstatt Fast Food zu essen. Es zeigt, dass du bereit bist, zusätzliche Anstrengungen zu unternehmen, um gesündere Mahlzeiten zu haben. Deine Willenskraft und Entschlossenheit sind offensichtlich.",gut/hilfreich,,change,Taking Steps,,"Yes, I remember last week I decided to cook at home instead of going to a fast food restaurant",It is remarkable that you have chosen to cook at home instead of eating fast food. It shows that you are willing to make extra efforts to have healthier meals. Your willpower and determination are obvious.,0.0
2069,2107,10,185.0,2023-08-16 15:10:39.859764,Danke für dein Kompliment,Follow/Neutral,,,Summary,2023-08-16 15:11:00.268218,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast ausgedrückt, dass du dich gesünder ernähren möchtest. Dies ist für dich wichtig, um ein gesundes Gewicht zu erreichen und das Risiko von Krankheiten zu reduzieren. Auf einer Skala von 0 bis 10 hast du deine Zuversicht auf eine 6 gesetzt. Du möchtest eine Balance finden zwischen gesunder Ernährung und dem Genuss von leckerem Essen. Du hast bereits positive Schritte unternommen, wie das Essen von Obst anstelle von Kuchen und das Kochen zu Hause statt Fast Food zu essen. Diese Entscheidungen haben dir ein gutes Gefühl gegeben und gezeigt, dass du in der Lage bist, Entscheidungen zu treffen, die deinem Ziel einer gesünderen Ernährung entsprechen. Habe ich noch etwas vergessen?",gut/hilfreich,,Follow/Neutral,,,Thanks for your compliment,Let me sum up our conversation so far. You have said that you want to eat healthier. This is important for you to achieve a healthy weight and reduce the risk of illness. On a scale from 0 to 10 you have put your confidence on a 6. You want to find a balance between a healthy diet and the enjoyment of delicious food. You have already taken positive steps such as eating fruits instead of cakes and cooking at home instead of fast food. These decisions have given you a good feeling and shown that you are able to make decisions that correspond to your goal of a healthier diet. Have I forgotten something yet?,0.0
2070,2108,11,185.0,2023-08-16 15:12:27.654427,"Nein, das war alles",Follow/Neutral,,,Next Steps,2023-08-16 15:12:29.239202,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,"No, that's all.",Please tell me again what your next step will be concrete.,0.0
2071,2109,12,185.0,2023-08-16 15:14:09.947595,"Im nächsten Schritt werde ich versuchen, den Zucker- und Alkoholkonsum zu reduzieren",change,Commitment,,Goodbye,2023-08-16 15:14:11.53768,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,In the next step I will try to reduce the consumption of sugar and alcohol,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
2072,2110,1,186.0,2023-08-16 16:04:34.880146,start,Follow/Neutral,,,,2023-08-16 16:04:36.465501,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
2073,2111,2,186.0,2023-08-16 16:05:05.190105,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-16 16:05:06.951109,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,0.0
2074,2112,3,186.0,2023-08-16 16:05:54.126063,fehlende Konzentration welche negativ auf meine Arbeit auswirkt,Follow/Neutral,,,,2023-08-16 16:05:57.734537,"Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",,,Follow/Neutral,,,lack of concentration which has a negative effect on my work,How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change?,0.0
2075,2113,4,186.0,2023-08-16 16:06:15.014563,0,Follow/Neutral,,,,2023-08-16 16:06:17.163747,Eine 1. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,0,A 1. That sounds like you're not too confident about this change. Please tell me more about your attitude. Why didn't you give a higher or lower value?,0.0
2076,2114,5,186.0,2023-08-16 16:06:17.858819,1,Follow/Neutral,,,,,,,,Follow/Neutral,,,1,I don't know.,0.0
2077,2115,6,186.0,2023-08-16 16:07:09.703718,"ausversehen, kann ich das nochmal angeben, ich bin bei einer 9",Follow/Neutral,,,,2023-08-16 16:07:15.201458,"Eine 9! Das ist toll. Du scheinst ziemlich zuversichtlich zu sein, dass du weniger prokrastinieren kannst. Was macht dich so sicher",schlecht/unpassend,,Follow/Neutral,,,"by mistake, I can say that again, I'm at a 9",A 9! That's great. You seem pretty confident that you can procrastinate less. What makes you so sure,0.0
2078,2116,7,186.0,2023-08-16 16:08:10.502294,ich möchte mein leben in den griff bekommen,change,Reason,desire,,2023-08-16 16:08:17.308814,"Das ist ein sehr mächtiger Anreiz. Was genau bedeutet es für dich, dein Leben in den Griff zu bekommen",gut/hilfreich,das passt,change,Reason,desire,I want to get my life in the grip,This is a very powerful incentive. What exactly does it mean for you to get your life under control?,0.0
2079,2117,8,186.0,2023-08-16 16:09:14.09742,"ich möchte mich persöhnlich und fachlich weiterenwicklen , mehr verdienen und so mir mehr leisten zu könne",change,Reason,desire,,2023-08-16 16:09:21.359531,"Das sind sehr klare Ziele und es klingt, als hättest du eine starke Motivation, diese zu erreichen. Was genau meinst du mit persönlicher und fachlicher Weiterentwicklung",gut/hilfreich,"er frägt nach, das macht den chatbot persönlicher",change,Reason,desire,"I want to develop personal and professional further, earn more and so I can afford more",These are very clear goals and it sounds like you have a strong motivation to achieve them. What exactly do you mean by personal and professional development?,0.0
2080,2118,9,186.0,2023-08-16 16:10:52.893615,"ich möchte mehr lesen, mehr wissen mir angeinen und so die welt und meine umgebung zu verbessern",change,Reason,desire,,2023-08-16 16:11:01.8031,"Das sind sehr ehrgeizige Ziele und es ist großartig, dass du so motiviert bist, sie zu erreichen. Was sind die ersten Schritte, die du unternehmen könntest, um weniger zu prokrastinieren und dich auf diese Ziele zu konzentrieren",gut/hilfreich,er frägt wie ih das ziel erreichen soll,change,Reason,desire,"I want to read more, know more to me and to improve the world and my environment",These are very ambitious goals and it's great that you're so motivated to achieve them. What are the first steps you could take to procrastinate less and focus on these goals?,0.0
2081,2119,10,186.0,2023-08-16 16:12:22.789188,"gebe mir tips, ich weiß es leider nicht",Follow/Neutral,,,Summary,2023-08-16 16:12:51.614622,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast ausgedrückt, dass du weniger prokrastinieren möchtest, da eine fehlende Konzentration sich negativ auf deine Arbeit auswirkt. Du strebst danach, dein Leben besser in den Griff zu bekommen und dich sowohl persönlich als auch fachlich weiterzuentwickeln. Du hast eine hohe Zuversicht (9 von 10) gezeigt, diese Veränderung durchführen zu können. Du möchtest mehr lesen, mehr wissen aneignen und so deine Umgebung und die Welt verbessern. Allerdings bist du dir unsicher, welche ersten Schritte du unternehmen könntest, um weniger zu prokrastinieren und dich auf diese Ziele zu konzentrieren. Habe ich noch etwas vergessen?",gut/hilfreich,,Follow/Neutral,,,"give me tips, I don't know","Let me sum up our conversation so far. You have expressed that you want to procrastinate less, because a lack of concentration has a negative effect on your work. You strive to get better control of your life and develop yourself both personally and professionally. You have shown a high confidence (9 out of 10) to be able to carry out this change. You want to read more, learn more and thus improve your environment and the world. However, you are not sure what first steps you could take to make less procrastination and focus on these goals. Have I forgotten anything yet?",0.0
2082,2120,11,186.0,2023-08-16 16:14:10.590172,"ich möchte einen zeitlichen plan, eine schirt für schritt anleitung",change,Reason,desire,Next Steps,2023-08-16 16:14:12.431729,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,ich möchte das der bot diese anleitung generiert,change,Reason,desire,"I want a time plan, a schirt for step instruction",Please tell me again what your next step will be concrete.,0.0
2083,2121,12,186.0,2023-08-16 16:14:57.889564,du sollst mir das schreiben,Follow/Neutral,,,Goodbye,2023-08-16 16:14:59.717147,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,I want you to write this to me.,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
2084,2122,1,187.0,2023-08-16 16:41:01.087139,start,Follow/Neutral,,,,2023-08-16 16:41:02.899571,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",
2085,2123,2,187.0,2023-08-16 16:41:28.374014,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-16 16:41:29.972342,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,
2086,2124,3,187.0,2023-08-16 16:42:20.453696,Weil ich die gesunde Ernährung in letzter Zeit habe schleifen lassen und ich mich wieder gesünder ernähren möchte,change,Taking Steps,,,2023-08-16 16:42:23.601983,"Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",,,change,Taking Steps,,Because I've had a healthy diet recently and I want to eat healthier again,How confident are you on a scale from 0 (not at all) to 10 (very) that you can make this change?,
2087,2125,4,187.0,2023-08-16 16:42:33.099865,3,Follow/Neutral,,,,2023-08-16 16:42:34.718771,Eine 3. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,3,A 3. That sounds like you're not too confident about this change. Please tell me more about your attitude. Why didn't you give a higher or lower value?,
2088,2126,5,187.0,2023-08-16 16:43:19.665887,Weil ich momentan sehr viel auf der Arbeit zu tun habe und nicht zum Kochen komme,change,Reason,General Reason,,2023-08-16 16:43:30.25504,"Es scheint, als ob dein volles Arbeitspensum eine große Barriere für dich ist. Es ist schwierig, Zeit für das Kochen zu finden, wenn du so beschäftigt bist. Was könntest du tun, um trotz der Arbeit gesunde Mahlzeiten zu integrieren",gut/hilfreich,,change,Reason,General Reason,Because I have a lot to do at work right now and I don't come to cook,It seems that your full workload is a big barrier for you. It's difficult to find time for cooking when you're so busy. What could you do to integrate healthy meals despite work?,
